Board,Class,Subject ,Chapter Number,Chapter Title
TS,8,Social,13,Freedom Movement In Hyderabad State
TS,8,Social,14,The Indian Constitution
TS,8,Social,15,Parliament And Central Government
TS,8,Social,16,Law And Justice–A Case Study
TS,8,Social,17,Abolition Of Zamindari System
TS,8,Social,18,Understanding Poverty
TS,8,Social,19,Rights Approach To Development
TS,8,Social,20,Social And Religious Reform Movements
TS,8,Social,21,Understanding Secularism
TS,8,Social,22,Performing Arts And Artistes In Modern Times
TS,8,Social,23,Film And Print Media
TS,8,Social,24,Sports: Nationalism And Commerce
TS,8,Social,25,Disaster Management
TS,9,Social,1,Our Earth
TS,9,Social,2,The Natural Realms Of The Earth -Lithosphere
TS,9,Social,3,Hydrosphere
TS,9,Social,4,Atmosphere
TS,9,Social,5,Biosphere
TS,9,Social,6,Agriculture In India
TS,9,Social,7,Industries In India
TS,9,Social,8,Service Activities In India
TS,9,Social,9,Credit In The Financial System
TS,9,Social,10,Prices And Cost Of Living
TS,9,Social,11,The Government Budget And Taxation
TS,9,Social,12,Democratic And Nationalist Revolutions
TS,9,Social,13,Industrialisation And Social Change
TS,9,Social,14,Social Protest Movements
TS,9,Social,15,"Colonialism In Latin America, Asia And Africa"
TS,9,Social,16,Impact Of Colonialism In India
TS,9,Social,17,Expansion Of Democracy
TS,9,Social,18,Democracy: An Evolving Idea
TS,9,Social,19,Human Rights And Fundamental Rights
TS,9,Social,20,Women Protection Acts
TS,9,Social,21,Disaster Management
TS,9,Social,22,Traffic Education
TS,9,Social,23,Environmental Education
TS,10,Social,1,India: Relief Features
TS,10,Social,2,Ideas Of Development
TS,10,Social,3,Production And Employment 
TS,10,Social,4,Climate Of India
TS,10,Social,5,Indian Rivers And Water Resources
TS,10,Social,6,India - Population
TS,10,Social,7,Settlements - Migrations
TS,10,Social,8,Rampur : A Village Economy
TS,10,Social,9,Globalisation
TS,10,Social,10,Food Security
TS,10,Social,11,Sustainable Development With Equity
TS,10,Social,12,World Between The World Wars
TS,10,Social,13,National Liberation Movements In The Colonies
TS,10,Social,14,National Movement In India–Partition & Independence
TS,10,Social,15,The Making Of Independent India’S Constitution
TS,10,Social,16,Election Process In India
TS,10,Social,17,Independent India (The First 30 Years - 1947-77)
TS,10,Social,18,Emerging Political Trends 1977 To 2000
TS,10,Social,19,Post - War World And India
TS,10,Social,20,Social Movements In Our Times
TS,10,Social,21,The Movement For The Formation Of Telangana State
TS,10,Social,22,Environmental Education
